income,expenses,loanamount,term_years,loan_approved
49000,17000,61000,5,0
47000,29500,114000,20,0
31000,9500,53000,30,1
60000,32000,206000,5,0
108000,42000,308000,10,0
80000,45500,84000,30,0
59000,30000,223000,10,0
99000,69500,133000,15,0
50000,32000,36000,15,0
78000,34000,172000,30,0
70000,36000,142000,10,0
98000,42000,217000,15,0
28000,16500,21000,30,0
49000,23000,75000,10,0
26000,9000,97000,15,0
67000,38000,220000,15,0
111000,34000,113000,10,1
60000,25000,91000,15,0
60000,40000,187000,15,0
101000,34000,354000,30,0
107000,53500,106000,15,0
72000,44500,186000,15,0
96000,63500,196000,10,0
43000,22500,95000,5,0
116000,42000,380000,10,0
139000,94000,358000,30,0
91000,54500,223000,10,0
20000,9000,37000,30,1
58000,24000,95000,10,0
93000,29500,284000,20,0
62000,23500,230000,5,0
113000,69000,67000,10,0
93000,32000,201000,20,0
54000,19000,134000,10,0
76000,29000,113000,30,0
48000,22000,39000,20,0
70000,26500,76000,15,1
58000,38500,173000,20,0
110000,44500,139000,15,1
138000,92000,261000,10,0
32000,22000,18000,30,0
20000,12000,22000,5,0
68000,20500,228000,5,0
29000,11500,68000,30,0
76000,31000,64000,10,0
97000,50000,77000,10,0
120000,43500,447000,10,0
81000,27000,146000,5,0
69000,25500,220000,5,0
20000,8500,41000,5,0
76000,24500,71000,10,1
77000,29000,180000,15,0
94000,34500,80000,15,1
54000,33000,190000,10,0
62000,23000,42000,30,1
31000,19000,91000,10,0
20000,10000,78000,5,0
42000,25500,151000,30,0
28000,13500,103000,30,0
85000,56000,119000,10,0
59000,24000,126000,15,0
59000,36000,77000,30,0
45000,16500,131000,15,0
20000,13000,56000,30,0
120000,37500,184000,15,1
45000,21500,87000,10,0
63000,29500,115000,10,0
31000,17000,91000,15,0
104000,49500,59000,5,0
79000,42500,295000,20,0
50000,32000,50000,5,0
63000,22500,101000,10,0
125000,49500,83000,10,0
73000,45500,149000,30,0
70000,27500,216000,15,0
47000,31000,153000,10,0
20000,10500,35000,10,0
70000,23500,129000,10,0
85000,26000,144000,15,0
108000,65500,137000,15,0
20000,13000,60000,5,0
41000,16000,149000,10,0
58000,23000,112000,30,1
75000,51000,227000,20,0
71000,40000,157000,20,0
71000,26000,67000,10,1
87000,41500,199000,5,0
48000,32000,69000,30,0
103000,56500,293000,30,0
88000,40500,182000,10,0
65000,23500,187000,10,0
123000,72500,269000,30,0
122000,50000,386000,15,0
103000,54000,411000,15,0
20000,11000,70000,10,0
122000,63500,363000,20,0
99000,39500,135000,15,0
135000,78500,337000,5,0
112000,59000,304000,30,0
122000,56500,374000,20,0
101000,32500,119000,5,0
115000,49500,266000,20,0
135000,59500,286000,5,0
81000,50000,115000,20,0
28000,14000,67000,10,0
66000,44500,243000,15,0
87000,52000,278000,15,0
77000,39500,189000,20,0
38000,14000,116000,30,1
26000,10000,85000,30,0
53000,19500,161000,30,0
99000,47000,348000,15,0
122000,72000,393000,30,0
102000,61500,347000,10,0
107000,36000,248000,10,0
73000,36500,165000,20,0
23000,11500,40000,20,0
61000,29000,136000,15,0
67000,28000,197000,15,0
60000,29500,95000,15,0
77000,39000,99000,10,0
88000,47500,315000,20,0
101000,45500,60000,10,0
67000,45500,253000,10,0
20000,8500,70000,30,0
61000,40000,171000,5,0
76000,47000,240000,10,0
112000,54500,291000,10,0
58000,29000,145000,10,0
90000,58500,249000,5,0
84000,42000,44000,10,0
76000,43500,260000,20,0
103000,64000,346000,15,0
55000,36500,121000,30,0
58000,22500,77000,15,0
75000,52000,125000,30,0
56000,38500,112000,5,0
90000,37500,95000,30,1
54000,29500,142000,10,0
82000,26000,85000,10,1
72000,26500,208000,30,0
81000,43000,200000,20,0
61000,34000,209000,10,0
65000,33500,123000,20,0
78000,45500,286000,5,0
81000,50000,226000,10,0
75000,27500,38000,10,1
126000,71000,256000,15,0
45000,23500,175000,20,0
73000,25500,282000,20,0
28000,11000,70000,20,1
86000,40000,242000,30,0
42000,27000,56000,15,0
67000,26000,109000,15,0
64000,24000,121000,20,1
83000,49000,162000,5,0
58000,40000,173000,5,0
57000,27500,44000,30,0
118000,52000,78000,10,0
84000,33500,195000,5,0
58000,18500,146000,30,0
67000,25000,124000,5,0
124000,42000,386000,5,0
68000,34000,74000,5,0
54000,37500,214000,10,0
54000,33000,93000,20,0
59000,32000,98000,30,0
57000,28000,107000,15,0
37000,20000,127000,5,0
41000,18500,52000,15,0
50000,18500,105000,10,0
93000,50000,133000,10,0
64000,32500,42000,15,0
69000,47000,123000,5,0
113000,63500,87000,5,0
114000,69500,444000,15,0
67000,22500,67000,20,1
56000,34000,221000,15,0
49000,34000,103000,15,0
96000,54000,104000,5,0
69000,41000,99000,15,0
63000,43500,117000,15,0
51000,23500,147000,30,0
52000,32500,156000,15,0
85000,39000,107000,15,0
36000,17000,43000,5,0
105000,59000,388000,20,0
59000,24000,123000,5,0
71000,49500,125000,5,0
35000,15000,94000,5,0
75000,26000,182000,5,0
65000,28000,236000,30,0
73000,47000,77000,30,0
119000,50500,248000,5,0
80000,43500,96000,30,0
51000,34500,45000,20,0
54000,22000,81000,5,0
93000,33000,69000,20,1
114000,38500,297000,10,0
83000,39500,289000,20,0
96000,33000,150000,20,1
93000,45000,253000,10,0
118000,76000,113000,15,0
20000,12000,26000,15,0
95000,50500,272000,30,0
105000,67000,390000,15,0
35000,12000,20000,15,1
48000,26000,132000,20,0
49000,17000,145000,10,0
53000,26000,137000,5,0
61000,29500,122000,30,0
82000,33500,325000,15,0
101000,64000,147000,5,0
107000,42000,228000,15,0
50000,26000,143000,20,0
50000,24500,25000,30,0
114000,54000,201000,30,0
94000,29500,176000,10,0
77000,44500,41000,5,0
89000,27000,53000,5,0
74000,46500,293000,20,0
91000,37000,80000,30,0
65000,22500,86000,15,0
83000,38500,82000,15,0
30000,15500,69000,5,0
54000,23000,166000,20,0
55000,19000,42000,5,0
64000,19500,163000,5,0
47000,27500,82000,5,0
59000,38500,131000,10,0
30000,10000,43000,15,0
91000,35500,321000,15,0
73000,22500,152000,10,0
24000,15500,25000,5,0
50000,24000,164000,30,0
85000,57000,266000,5,0
59000,28500,130000,10,0
54000,35000,163000,5,0
73000,49500,190000,20,0
85000,37000,92000,15,0
32000,18000,128000,30,0
92000,52000,295000,30,0
51000,15500,144000,5,0
74000,35000,252000,15,0
74000,47500,277000,5,0
59000,40000,149000,20,0
44000,29000,113000,15,0
66000,45500,38000,20,0
124000,69500,242000,5,0
34000,13500,78000,10,0
126000,67000,166000,10,0
67000,31500,118000,20,0
76000,30500,135000,30,0
42000,25500,75000,15,0
52000,28500,200000,20,0
60000,37000,153000,10,0
44000,18000,70000,15,0
69000,45500,108000,10,0
63000,25000,218000,5,0
131000,71000,360000,30,0
40000,13000,139000,30,1
78000,40500,215000,20,0
82000,28000,304000,20,0
43000,18500,82000,5,0
96000,62000,331000,10,0
63000,41500,70000,15,0
20000,12000,57000,20,0
95000,42500,168000,10,0
41000,22000,96000,15,0
44000,17000,135000,20,0
96000,55000,238000,10,0
65000,28500,199000,20,0
103000,40000,65000,20,0
111000,59500,211000,10,0
56000,19500,215000,30,1
99000,57000,313000,5,0
52000,19500,114000,5,0
142000,74000,423000,15,0
54000,24500,32000,20,0
106000,56000,162000,20,0
100000,40000,366000,5,0
84000,35500,188000,20,0
55000,19500,211000,10,0
70000,43000,100000,30,0
20000,6500,68000,30,1
82000,37000,47000,20,0
85000,41000,44000,5,0
79000,30000,77000,15,1
20000,9000,28000,20,0
37000,17500,24000,10,0
53000,20500,66000,20,1
84000,46500,299000,30,0
84000,26000,311000,10,0
70000,26500,64000,5,0
94000,51500,151000,5,0
44000,24000,116000,5,0
93000,38000,262000,10,0
89000,51000,53000,5,0
86000,42000,318000,20,0
70000,36000,140000,30,0
130000,56500,266000,20,0
90000,62500,72000,30,0
46000,27500,108000,30,0
82000,32500,210000,15,0
98000,38500,206000,30,1
57000,35000,206000,5,0
108000,49000,95000,30,0
86000,29000,99000,5,0
20000,6500,36000,5,0
84000,39000,221000,15,0
63000,29500,125000,5,0
91000,53000,317000,20,0
103000,54500,128000,5,0
81000,49500,108000,15,0
125000,53500,453000,30,0
70000,38500,150000,20,0
94000,61500,262000,5,0
99000,32500,180000,30,1
72000,42000,131000,15,0
98000,57500,99000,30,0
57000,35000,206000,15,0
62000,25500,210000,15,0
36000,17000,86000,20,0
82000,32500,52000,15,1
85000,36000,109000,30,0
110000,75500,129000,15,0
99000,47500,236000,20,0
66000,42000,69000,20,0
40000,24500,81000,15,0
88000,42000,104000,10,0
108000,75500,162000,20,0
98000,62500,152000,10,0
108000,53500,140000,5,0
69000,29000,98000,15,0
61000,20000,63000,20,1
53000,26000,170000,15,0
73000,32500,285000,5,0
73000,42500,236000,20,0
81000,25000,144000,10,1
71000,45000,223000,10,0
71000,33000,51000,10,0
52000,25500,90000,20,0
103000,38500,195000,15,0
77000,52000,42000,5,0
70000,32000,268000,20,0
53000,34000,113000,10,0
35000,14000,139000,20,0
114000,38500,168000,5,0
92000,51000,361000,15,0
26000,18000,69000,15,0
98000,55000,192000,5,0
103000,56000,352000,5,0
79000,37500,189000,5,0
123000,51000,417000,20,0
82000,38500,186000,30,0
32000,11500,63000,20,0
86000,35000,226000,15,0
82000,40500,258000,30,0
57000,20500,38000,15,1
92000,56500,176000,5,0
25000,7500,27000,10,1
105000,45000,402000,10,0
49000,25000,191000,30,0
45000,30000,166000,10,0
72000,38000,165000,20,0
88000,37000,277000,20,0
80000,35500,298000,5,0
53000,23000,188000,10,0
60000,22500,142000,5,0
41000,14500,42000,20,1
68000,33500,251000,5,0
107000,43500,361000,20,0
75000,25500,143000,30,1
101000,39000,215000,5,0
119000,60500,472000,20,0
57000,23000,148000,5,0
69000,27500,75000,15,1
140000,77000,150000,20,0
118000,68000,86000,10,0
25000,10000,64000,10,0
87000,42500,52000,15,0
75000,45500,252000,30,0
100000,57500,161000,20,0
53000,17500,90000,30,1
50000,22000,158000,20,0
55000,32500,48000,30,0
58000,21500,136000,20,1
99000,37500,178000,10,0
40000,22000,34000,20,0
56000,23000,86000,30,0
21000,9000,57000,5,0
105000,53500,296000,5,0
113000,68000,106000,30,0
65000,32500,246000,30,0
66000,43500,75000,5,0
89000,30500,251000,30,0
119000,71500,195000,10,0
87000,45000,257000,10,0
54000,34000,181000,5,0
26000,11000,20000,20,1
42000,20500,138000,20,0
77000,48500,71000,15,0
55000,35000,127000,20,0
81000,36500,136000,20,0
58000,36500,91000,20,0
43000,24500,44000,30,0
40000,18500,115000,10,0
122000,84000,190000,5,0
102000,32000,231000,10,0
127000,57500,70000,30,0
91000,38500,238000,15,0
62000,42000,178000,15,0
115000,39000,83000,20,1
74000,41000,175000,10,0
82000,48000,246000,15,0
74000,27500,74000,15,0
20000,7000,13000,5,1
123000,39500,145000,5,0
90000,32500,156000,5,0
85000,53000,169000,20,0
73000,49500,55000,10,0
80000,53000,314000,5,0
57000,25500,166000,5,0
93000,55000,90000,20,0
36000,22500,118000,30,0
81000,50500,131000,30,0
92000,30000,167000,30,1
69000,26500,52000,20,0
86000,58000,170000,5,0
45000,27000,35000,20,0
46000,29000,133000,30,0
82000,41500,140000,5,0
95000,43500,146000,10,0
20000,11000,55000,10,0
91000,44500,265000,10,0
59000,26500,161000,10,0
69000,30500,225000,20,0
35000,12500,96000,5,0
49000,25000,187000,5,0
104000,53000,258000,15,0
76000,41000,273000,20,0
64000,22000,247000,30,0
72000,48000,77000,30,0
90000,53500,258000,20,0
88000,31000,246000,15,0
73000,24000,259000,5,0
108000,60000,181000,30,0
104000,45500,195000,20,0
87000,37000,58000,20,0
77000,49000,245000,30,0
95000,41500,136000,5,0
84000,46500,315000,30,0
107000,55000,302000,10,0
102000,41500,170000,15,0
44000,19000,148000,20,0
42000,28500,141000,5,0
54000,23500,58000,30,0
104000,64000,249000,30,0
28000,18000,15000,10,0
87000,28500,148000,20,1
86000,48500,252000,30,0
110000,66000,182000,30,0
80000,38000,78000,5,0
35000,18500,88000,10,0
46000,17000,178000,15,0
40000,17000,78000,5,0
59000,34500,219000,15,0
70000,38000,257000,30,0
40000,14000,114000,5,0
119000,82500,89000,10,0
35000,23500,98000,5,0
115000,45000,295000,15,0
111000,72000,281000,15,0
102000,41500,172000,30,1
54000,28500,169000,5,0
85000,52000,305000,30,0
37000,16000,106000,15,0
102000,53500,104000,30,0
73000,35000,237000,15,0
63000,38000,66000,30,0
38000,18500,125000,20,0
20000,10500,53000,15,0
44000,28000,75000,15,0
108000,62500,268000,15,0
63000,32000,213000,10,0
70000,34000,160000,20,0
95000,33500,206000,20,0
129000,41500,160000,15,0
115000,78500,205000,5,0
46000,17000,107000,5,0
20000,8000,18000,10,0
146000,79500,437000,10,0
143000,90500,519000,10,0
81000,51500,265000,10,0
37000,23500,81000,5,0
104000,72000,55000,20,0
72000,23000,151000,30,1
72000,33000,67000,20,0
102000,68000,316000,30,0
85000,41500,80000,30,0
39000,25500,36000,15,0
65000,20000,149000,10,0
95000,47500,128000,30,0
90000,60000,121000,30,0
83000,33500,320000,20,0
103000,69000,157000,5,0
64000,19500,238000,30,1
80000,26500,105000,20,0
20000,10000,73000,20,0
62000,21000,75000,30,1
98000,38000,109000,5,0
63000,26500,93000,15,0
61000,30000,121000,15,0
44000,20000,54000,10,0
105000,70000,279000,15,0
91000,59500,195000,20,0
100000,60000,239000,30,0
23000,13000,65000,5,0
70000,26500,148000,30,0
67000,36000,56000,30,0
67000,24000,116000,10,0
57000,27500,132000,10,0
65000,31500,73000,15,0
100000,57500,222000,15,0
20000,12500,19000,20,0
128000,55000,222000,30,1
90000,28500,309000,20,0
74000,23500,49000,20,1
102000,66500,64000,15,0
31000,15500,59000,5,0
55000,22000,204000,15,0
71000,22000,188000,30,1
116000,59500,337000,5,0
74000,26500,181000,30,0
89000,41500,286000,15,0
57000,29000,110000,20,0
90000,35500,281000,10,0
125000,47500,471000,5,0
105000,32500,179000,5,0
73000,39000,141000,5,0
95000,36000,106000,10,1
92000,60000,84000,15,0
90000,48500,281000,5,0
108000,56500,276000,30,0
108000,54000,325000,20,0
71000,27500,77000,10,1
94000,64500,296000,5,0
64000,44000,102000,30,0
47000,20000,125000,20,0
67000,41000,232000,10,0
73000,25500,194000,5,0
25000,15500,27000,10,0
101000,42000,227000,30,0
20000,8500,28000,15,0
156000,78500,380000,20,0
120000,55000,93000,30,0
67000,23500,264000,20,0
75000,40500,200000,5,0
84000,32500,154000,5,0
57000,27000,97000,30,0
81000,32000,205000,5,0
71000,45500,203000,15,0
72000,31500,95000,20,0
80000,52500,194000,15,0
36000,15500,126000,10,0
76000,28500,254000,30,1
80000,42500,92000,5,0
79000,41000,145000,30,0
69000,38000,225000,20,0
109000,46000,172000,20,0
64000,27500,204000,20,0
82000,32500,245000,5,0
114000,76500,130000,30,0
73000,42000,215000,5,0
81000,49000,278000,15,0
72000,27000,265000,30,0
112000,63000,152000,20,0
67000,40500,267000,30,0
114000,50000,253000,5,0
72000,26000,99000,30,1
49000,28500,148000,10,0
95000,51500,285000,10,0
66000,35000,175000,30,0
94000,35000,95000,30,1
20000,8000,12000,30,1
75000,41000,231000,5,0
61000,33500,105000,10,0
43000,22500,36000,30,0
58000,35000,218000,5,0
58000,36500,217000,30,0
74000,30500,203000,20,0
34000,12500,46000,15,0
84000,32000,331000,20,0
116000,48000,156000,10,0
83000,56500,45000,20,0
99000,35000,361000,15,0
108000,70500,128000,30,0
112000,42500,303000,5,0
131000,57500,175000,30,0
60000,21000,124000,20,0
53000,18000,101000,5,0
99000,33500,179000,5,0
96000,42000,155000,15,0
98000,50000,54000,30,0
132000,50000,165000,10,0
75000,50500,298000,10,0
88000,47000,46000,20,0
46000,30000,35000,10,0
139000,50000,85000,30,1
65000,23000,149000,10,0
66000,42000,42000,5,0
65000,34500,155000,20,0
56000,38000,92000,30,0
53000,19000,189000,15,0
59000,18500,104000,5,0
34000,22500,115000,5,0
51000,29500,151000,15,0
133000,83000,518000,5,0
97000,40500,199000,10,0
103000,31000,396000,5,0
110000,54000,304000,15,0
130000,90500,239000,5,0
22000,14500,49000,20,0
38000,12500,116000,5,0
51000,19000,183000,20,0
61000,26000,117000,5,0
66000,41500,251000,15,0
62000,39000,135000,5,0
82000,30500,262000,10,0
76000,39000,279000,30,0
53000,26500,67000,10,0
20000,9500,24000,30,0
45000,23000,130000,30,0
59000,24500,160000,10,0
68000,35000,231000,5,0
41000,23500,98000,15,0
60000,19500,183000,20,0
41000,28000,45000,5,0
71000,26000,171000,10,0
43000,19000,23000,10,0
50000,24500,144000,10,0
36000,11500,140000,20,0
70000,36500,78000,15,0
49000,32000,48000,15,0
102000,67500,220000,5,0
87000,37500,179000,20,0
73000,38000,150000,5,0
51000,31000,77000,20,0
86000,34500,85000,15,0
96000,49000,358000,15,0
79000,35500,136000,30,1
123000,55500,237000,30,0
89000,30000,176000,15,0
102000,47000,97000,5,0
79000,29000,94000,5,0
95000,40000,52000,5,0
51000,22000,114000,10,0
61000,29000,149000,30,0
85000,56500,106000,5,0
85000,47000,168000,15,0
90000,62000,263000,5,0
108000,58000,152000,15,0
32000,20000,57000,15,0
46000,29000,136000,20,0
82000,49000,212000,5,0
53000,30000,120000,20,0
176000,82000,623000,15,0
90000,47500,67000,15,0
73000,27500,171000,5,0
60000,33000,177000,20,0
61000,31000,89000,20,0
76000,47500,115000,15,0
78000,51500,175000,10,0
61000,21500,103000,15,0
67000,38500,133000,30,0
115000,78000,336000,5,0
117000,78000,211000,20,0
83000,52500,49000,5,0
35000,11000,29000,15,1
91000,36500,207000,20,0
122000,44000,460000,10,0
116000,78000,174000,20,0
97000,58000,57000,15,0
118000,60500,395000,15,0
77000,53500,247000,5,0
94000,35500,334000,15,0
55000,30500,117000,10,0
84000,45500,64000,5,0
115000,50000,117000,10,1
57000,28000,220000,30,0
49000,19500,171000,5,0
78000,44500,205000,20,0
68000,32000,46000,20,0
94000,29000,69000,15,1
61000,41500,70000,10,0
127000,63500,356000,15,0
36000,21000,141000,30,0
113000,43000,286000,5,0
52000,18000,179000,10,0
21000,14000,67000,20,0
82000,44000,116000,30,0
67000,33500,170000,10,0
42000,21500,125000,10,0
25000,10000,41000,5,0
75000,50000,198000,20,0
104000,40000,99000,30,1
93000,34000,307000,10,0
77000,51500,122000,10,0
89000,36000,139000,30,0
74000,47500,226000,15,0
32000,19500,104000,5,0
32000,14500,98000,15,0
69000,27500,115000,10,0
70000,42500,261000,20,0
101000,54500,261000,15,0
98000,39500,172000,10,0
93000,61000,159000,30,0
67000,39500,52000,15,0
34000,22500,37000,5,0
87000,41500,242000,30,0
91000,32000,146000,15,0
20000,13500,28000,30,0
50000,27000,26000,10,0
54000,29500,186000,5,0
79000,42000,115000,15,0
51000,25000,80000,30,1
74000,29500,294000,15,0
69000,37500,150000,5,0
70000,41000,167000,15,0
54000,36000,38000,10,0
56000,18500,128000,20,0
43000,17500,86000,15,0
86000,52500,305000,30,0
92000,56000,214000,10,0
52000,20000,184000,30,0
121000,45000,380000,30,1
66000,29500,36000,15,0
121000,39500,473000,10,0
56000,33000,42000,30,0
20000,11500,12000,10,0
87000,56000,138000,5,0
82000,38500,163000,15,0
76000,42000,97000,20,0
56000,38000,125000,10,0
74000,50500,288000,5,0
60000,19500,147000,20,0
66000,20000,59000,30,1
100000,68500,369000,15,0
81000,41500,72000,30,0
93000,54000,195000,30,0
68000,45000,144000,5,0
65000,31000,198000,10,0
40000,19000,115000,30,0
64000,23500,170000,20,0
20000,13000,55000,10,0
57000,32000,180000,20,0
73000,27000,81000,30,1
92000,48000,360000,30,0
67000,29000,161000,5,0
85000,30500,257000,20,0
20000,7500,51000,20,0
73000,38000,260000,5,0
25000,13000,64000,30,0
39000,24000,33000,15,0
69000,27500,246000,15,0
113000,75500,97000,30,0
86000,43500,200000,10,0
76000,29000,92000,15,0
74000,34500,68000,10,0
54000,36000,50000,30,0
59000,29000,208000,30,0
88000,57000,151000,20,0
33000,12000,57000,20,0
93000,62000,270000,10,0
63000,30000,215000,5,0
100000,67500,337000,15,0
104000,67000,288000,30,0
25000,14000,75000,15,0
58000,33000,154000,15,0
49000,19000,167000,20,0
21000,11500,36000,30,0
44000,23000,59000,30,0
148000,64000,176000,15,0
93000,46500,243000,30,0
133000,89500,177000,5,0
100000,30000,95000,5,0
53000,24500,205000,30,0
64000,27500,117000,20,0
93000,63500,338000,15,0
88000,60500,261000,10,0
58000,31000,100000,20,0
30000,15500,30000,5,0
174000,115000,600000,30,0
71000,21500,257000,5,0
65000,34000,74000,30,0
78000,24000,211000,5,0
68000,46500,168000,20,0
79000,34000,296000,10,0
114000,58000,315000,30,0
71000,33000,103000,5,0
40000,26500,120000,5,0
70000,49000,164000,10,0
61000,20000,105000,5,0
118000,70000,310000,30,0
110000,49000,425000,15,0
78000,27500,262000,5,0
37000,17000,115000,20,0
38000,26500,29000,20,0
75000,33000,69000,30,0
85000,35000,225000,20,0
64000,41000,39000,20,0
61000,39500,168000,10,0
57000,25000,89000,15,0
74000,31000,79000,30,0
20000,11000,13000,10,0
42000,16000,52000,5,0
56000,27500,164000,5,0
111000,39500,230000,10,0
51000,21500,31000,15,0
80000,33500,59000,5,0
82000,47500,209000,15,0
114000,47000,391000,10,0
113000,74500,292000,10,0
73000,50500,135000,20,0
61000,20500,124000,15,0
55000,25000,104000,20,0
68000,28500,247000,20,0
